cluster_id	length	description	n_members	member_uniprot_accs
UniRef50_A0A022RPY1	271	chitinase n=413 Tax=Magnoliopsida TaxID=3398 RepID=A0A022RPY1_ERYGU	292	A0A067LJ48,A0A068URE9,A0A218WQB4,A0A438HVY5,A0A4S4EQ16,A0A4S8JWW7,A0A4U5Q9R1,A0A4U5QJT1,A0A5B6YZS4,A0A5B6YZT0,A0A5J5AMR1,A0A5N6L3I8,A0A6A4PST8,A0A7I8JCL0,A0A7I8L431,A0A8D6ZYJ3,A0A921QQZ0,A0A9Q0JJ38,A0A9Q0PSF8,A0AA38W1I9,A0AA39A854,A0AA39DZZ6,A0AA39W918,A0AAD2DX23,A0AAD4PBL8,A0AAD5JKZ5,A0AAE0A6M9,A0AAN8UMH2,A0AAP0GHW5,A0AAP0S5W0,A0AAQ3KT11,A0AAU9M093,A0AAV1W6H2,A0AAV2D8F3,A0ABC8QYC9,A0ABC8UMR6,A0ABD1P0M2,A0ABD1Q202,A0ABD3D173,B0FZ26,B0FZ27,B9N605,O24530,Q7X9F8,S8CHZ4,A0A068VL43,A0A077GZM8,A0A1U8ALK5,A0A218WRH3,A0A251TL74,A0A251TMT5,A0A251VC49,A0A2G9HLP4,A0A2I6RLG1,A0A2I6RLG2,A0A2K1WRZ3,A0A2N9IT41,A0A328E681,A0A426XNS2,A0A438DFP6,A0A438HVP0,A0A438HVV1,A0A438HVZ7,A0A4S8IES2,A0A4U5QAW0,A0A5A7Q5E6,A0A5B6YZQ3,A0A5C7ITP1,A0A5N5KI48,A0A5N5KI94,A0A5N6RCS9,A0A6A1W557,A0A6A6LIG3,A0A6M2E9X9,A0A6P6A9D0,A0A804KF26,A0A822ZIL9,A0A8D6ZZ94,A0A8K0MM28,A0A8T2XB02,A0A8T2XE39,A0A9D5CHL1,A0A9W7H6F2,A0AA39A624,A0AA39SZG4,A0AA88UUR6,A0AAD5G2F9,A0AAD5G3B5,A0AAD8JXV8,A0AAD8K1M9,A0AAF0XMW4,A0AAN7JRV4,A0AAN7MS99,A0AAP0D0K7,A0AAP0GUE4,A0AAU9M2Z5,A0AAV0IRG3,A0AAV5LHW0,A0AAV6WNK4,A0AAV8U663,A0ABC8SXP5,A0ABD1T0F4,Q7XB39,A0A022RMI6,A0A022RPY1,A0A061ER07,A0A103YFE0,A0A1R3KR56,A0A1S3E7J1,A0A2G9HLX4,A0A2I6RLG7,A0A2N9ER06,A0A438DFT0,A0A438HVS3,A0A484M4A3,A0A498K5B5,A0A4S4E1N9,A0A4U5QS36,A0A5B6Z064,A0A5N5H9Q5,A0A5N6Q0X5,A0A6P6A9P1,A0A6P6WYT2,A0A7J0F2A6,A0A7J7GRW2,A0A830D0F2,A0AAD8HQ94,A0AAE0A569,A0AAN8UKL5,A0AAV1W7A2,A0ABD1P7J0,A0ABD3DH19,A0ABD3SW71,A5AJB3,D0QU15,F6HAW1,H6WS91,A0A199UB73,A0A1U8A1G8,A0A1U8AKI6,A0A2I0IKE1,A0A2I6RLF6,A0A2I6RLG4,A0A2K1Y4T6,A0A2N9IT55,A0A2P2IRY0,A0A2Z6MSS1,A0A484MF84,A0A4S4D630,A0A540KQ19,A0A5B6Z038,A0A5C7ITX9,A0A5N6Q1K0,A0A6P6WQF7,A0A6P6X1X9,A0A6P6X1Y7,A0A835BPR5,A0A9D5CGS3,A0A9E7K249,A0AA38SSQ6,A0AA39A6J4,A0AA39A879,A0AA88VN12,A0AAD1Z498,A0AAD2DZT9,A0AAD2E120,A0AAD3Y5D8,A0AAD5G2V2,A0AAV6WZM3,A0AAV8RKB3,A0ABD1GL41,A0ABD3CZB6,A5AK36,A5BSD0,F6HB09,A0A103YFF3,A0A1B1HY32,A0A251SF04,A0A2I6RLG6,A0A2R6R968,A0A2U1L937,A0A4U5QL23,A0A6A1UQM6,A0A6J1ATV6,A0A7I8L3D4,A0A7J7GN79,A0A830CRB0,A0A830D2Y6,A0A8S0PUT7,A0A8T2WEP6,A0A9N7NNM0,A0A9Q1QBD9,A0AA39A6A9,A0AA39A6B9,A0AA89B6B9,A0AAD6PR35,A0AAP0D0M1,A0AAV6WKM8,A0AAV6WR39,A0AB32W5I4,A0ABD1RGL4,A5C2S9,B9VQ34,C5YBE7,Q7XAU6,A0A2I0IKC9,A0A438DFT5,A0A4Y7IFF2,A0A5K0ZXA7,A0A7N2RCF3,A0A822XZX1,A0A822ZF16,A0A8M8V110,A0A8T2WI08,A0A9R0JJK1,A0AAD4TLT9,A0AAE2BZV6,A0AAW2RAL0,A0AAW2S8N6,G3EXN5,A0A251VEC4,A0A2N9IW79,A0A2R6P3S6,A0A438DFU6,A0A4Y7JWM1,A0A5K1A094,A0AA39A687,A0AAD4T998,A0AAD4TIF7,A0AAE1Y7G8,A0AAP0KX40,A0ABR0D020,A5BSD2,A0A1R3J1H0,A0A2I0IKC6,A0A438HVT7,A0A4S4EV71,A0A5N5H9J3,A0A843WJY0,A0A9Q0JXA3,A0AA39A634,A0AAD4TM50,A0AAN8UQ30,A0AAP0CN08,A0AAW2S6B1,O24531,A0A1J7GDM6,A0A218XIU8,A0A3A1,A0A5C7IV64,A0A5N6L4Z8,A0A6A1UP77,A0A7J0F2K0,A0A804J5N8,A0A811QMS8,A0A8M8V8X9,A0A8X8YKT8,A0A8X8YQ84,A0AA39A888,A0AAE2BZG7,A0AAW2JWL1,A0AAW2XSI0,A0AAW2XXM3,A0A076L205,A0A118JTR4,A0A2N9HC64,A0A4S4DPZ7,A0A5J5AKH5,A0A7J0F2K4,A0A7J6WNC5,A0A804J5N7,A0AAD2E132,A0AAE1Y8N9,A0AAW1H808,A0AAW2UAJ5,A0AAW2RBC6,A0ABQ9AWS2,A0ABR2NBE0,A0ABY9C019,A0ABQ9AVH4,A0ABR1ZTT1,A0ABY9BZS5,A0ABQ5FAR6,A0ABQ8I8C2,A0ABQ9NB40,A0ABR2P1Q3,A0ABY9BZN9,A0ABY9C0D9,A0A6P3Z1B0,A0ABM4X6A2,A0ABR2BV97,A0ABY9BZ78
UniRef50_A0A023AYR9	585	Chitinase n=1 Tax=Gregarina niphandrodes TaxID=110365 RepID=A0A023AYR9_GRENI	1	A0A023AYR9
UniRef50_A0A023BAR1	657	Chitinase n=2 Tax=Gregarina niphandrodes TaxID=110365 RepID=A0A023BAR1_GRENI	2	A0A023BAR1,A0A023B5F7
UniRef50_A0A023BWB3	871	Glycoside hydrolase family 19 catalytic domain-containing protein n=38 Tax=Flavobacteriaceae TaxID=49546 RepID=A0A023BWB3_9FLAO	3	A0A023BWB3,A0A918JUS1,A0A918N492
UniRef50_A0A023E055	287	Soluble lytic murein transglycosylase n=2 Tax=Holospora elegans TaxID=431043 RepID=A0A023E055_9PROT	1	A0A023E055
UniRef50_A0A023E0A2	134	TtsA-like Glycoside hydrolase family 108 domain-containing protein n=5 Tax=Pseudomonadota TaxID=1224 RepID=A0A023E0A2_9PROT	3	A0A2S5R803,A0A0F3RPF3,A0A023E0A2
UniRef50_A0A023EFF7	149	lysozyme (Fragment) n=4 Tax=Aedini TaxID=1056966 RepID=A0A023EFF7_AEDAL	3	A0A023EFM5,A0A023EFF7,A0ABM1Z9W0
UniRef50_A0A023EI72	176	Putative glycoside hydrolase family 19 chitinase domain protein n=11 Tax=Aedini TaxID=1056966 RepID=A0A023EI72_AEDAL	9	A0ABM1Y5C7,A0ABM1XVE7,A0ABM1XVR9,A0ABM1YGV8,A0ABM1Z2A6,A0ABM2A109,A0A023EI17,A0A023EI72,A0ABM1YAH4
UniRef50_A0A023EMD7	251	lysozyme n=1 Tax=Aedes albopictus TaxID=7160 RepID=A0A023EMD7_AEDAL	1	A0A023EMD7
UniRef50_A0A023GYC7	223	lysozyme n=23 Tax=Eucarida TaxID=6682 RepID=A0A023GYC7_PORTR	7	A0A3G3CBB5,A0A023GYC7,A0A2R3SJZ2,A0A3R7QKF6,A0AAV2QK26,B9VQ21,A0AAW0W5S5
UniRef50_A0A023W6M9	577	Pre-baseplate central spike protein n=2 Tax=Muldoonvirus TaxID=2843425 RepID=A0A023W6M9_9CAUD	2	A0A023W6M9,A0A5P8PHD4
UniRef50_A0A023WZ71	534	N-acetylmuramoyl-L-alanine amidase n=3 Tax=Rubrobacter TaxID=42255 RepID=A0A023WZ71_RUBRA	1	A0A023WZ71
UniRef50_A0A023WZX9	777	PBP1A family penicillin-binding protein n=21 Tax=Rubrobacteraceae TaxID=84997 RepID=A0A023WZX9_RUBRA	13	A0A023WZX9,A0A6G8PUQ3,A0A6J4P8W7,A0A6J4R411,Q1ATP1,A0A4R1BEY0,A0A510HI39,A0A6J4NGF9,A0A6G8Q6N4,A0A6J4P1S8,A0A6J4RY33,A0A6J4RGX0,A0A6J4RL88
UniRef50_A0A024ELY7	186	Transglycosylase SLT domain-containing protein n=48 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A024ELY7_9PSED	10	A0A9X4C7Z5,A0A241XS90,A0ABX3ISA6,A0A024ELY7,A0A2Z5ADV0,A0ABR6TFK9,A0A1G5PDR6,A0A1G5PGK2,A0A7Y7ZFU6,A0A178LMD5
UniRef50_A0A024H2D4	452	Transglycosylase SLT domain protein n=171 Tax=Micrococcaceae TaxID=1268 RepID=A0A024H2D4_9MICC	24	A0ABT1LUM3,B8H9G7,A0A0B4DG34,A0A1H4QLU1,A0A6P1NP45,A0AAW8NE74,A0ABQ2CEV8,A0ABU9KKR1,A0A0U3FHX3,A0A1H1ZI97,A0A7Y7LZY9,A0ABQ1XCJ6,A0ABT9UJG0,A0ABZ2RA68,A9WQ46,A0A024H2D4,A0A2V5L333,A0A931CIP1,A0AAJ1SNS3,A0ABT9IKM0,A0ABU0PIF8,A0A495FKS8,A0A4R5Y5Y5,A0ABX0D4T1
UniRef50_A0A024HER7	405	Peptidoglycan hydrolase FlgJ n=1377 Tax=Bacteria TaxID=2 RepID=A0A024HER7_PSEKB	134	A0A023WV80,A0A1I9WIJ7,A0A1N7AW87,A0A1X0ZRQ0,A0A2L1WG09,A0A2N8SND7,A0A2X2CQY6,A0A2Z5ACI3,A0A345UTW5,A0A6I6LLN7,A0A9E6NT61,A0A9X4CXJ4,A0AA40RRQ2,A0AAD1C1I5,A0AAE9VN80,A0AAJ5WMS0,A0AAW6P935,A0ABS0MYQ3,A0ABS6RLD0,A0ABT5PRH1,A0ABT6ICE8,A0ABT9K207,A0ABU5VHN3,A0ABU9M966,A0ABY3Q6R2,A0ABY8MXK4,A4XW81,V4Q8P4,V8RB34,A0A0D7E8S6,A0A161GMQ7,A0A1H0I3R9,A0A1M5RRV9,A0A3M2HN42,A0A3R8UB92,A0A3S4QLG1,A0A5E6T4D5,A0A5S5B3P0,A0A6S5RLK4,A0A7W2LQ99,A0A9X4DCH1,A0AAD2ZUG4,A0AAE2AYA3,A0AAJ5V378,A0AAP0XGK9,A0AAU8RT20,A0ABD7BB30,A0ABT5NQR1,A0ABX9UQD2,F2K933,I4CRN7,M2V1Y7,A0A024HER7,A0A0B5K1C4,A0A1I9WIJ6,A0A1L7NHG7,A0A239JCZ8,A0A365Q0X2,A0A423LBI2,A0A5E7KEL0,A0A6J4E822,A0A7Y8D355,A0A9X1N6I2,A0AA47E4W8,A0AAU7BFC8,A0ABQ5PL55,A0ABS5XFI6,A0ABT2XXI3,A0ABU3XUL5,A0ABU8R938,A0ABW7DIC8,A0ABX7GL69,A0ABY0ZW40,A0ABY7A339,A4VJD6,B0KR07,Q88ES1,W8R9J3,A0A061JMN7,A0A0B3BWI5,A0A1A9K8X6,A0A2N8S2I1,A0A345RMF2,A0A423NUR9,A0A482UDZ5,A0A562QBK9,A0A679GGQ7,A0A8D3XZX2,A0A8I1EJT1,A0A9X1W6P8,A0A9X3BEG2,A0AA34RRJ4,A0AAD0LB69,A0AAJ0LIQ8,A0AAQ1HI52,A0AAU7EZY7,A0AAW7HRQ1,A0ABR6VAP5,A0ABS3TQ65,A0ABX4VX33,A0ABY3DFC1,A0ABY4KXN8,A0ABY5CK42,F8H3K5,L0GL42,Q3KG58,A0A0D9APH3,A0A172WW79,A0A1G8C2P9,A0A210Y0B9,A0A2N8RAH6,A0A2S4AMY3,A0A3T0JR93,A0A423KC06,A0A4Q4L5E7,A0A4Y8VLF1,A0A5E6P0B4,A0A7W2KK39,A0A7Z3C2U9,A0A8E2QCB9,A0A9X7V4M0,A0A9X8MEK2,A0AAQ2DHJ3,A0AAU8E6H5,A0AAW5HCM3,A0ABD6N526,A0ABQ2H2N8,A0ABX6XPG1,A0ABY1B449,A0ABY5A2P5,V7DDR5,V9V2Q0,A0A1I9WIJ8,A0ABN4XVX9
UniRef50_A0A024HKC7	196	Transglycosylase SLT domain-containing protein n=861 Tax=Bacteria TaxID=2 RepID=A0A024HKC7_PSEKB	264	A0A093RH92,A0A0A1Z1F1,A0A0K8NWZ4,A0A0N8QQ42,A0A0P7CWI3,A0A0S1B3C9,A0A142JI42,A0A142JKP3,A0A1L6F8D4,A0A2R4BK16,A0A2W6IU36,A0A3M4T6C1,A0A433SFA0,A0A484PAJ2,A0A514ECN2,A0A558CFQ5,A0A5E4SNJ7,A0A5E5P737,A0A6C2D5S4,A0A7U7EFL9,A0A7W2L8V4,A0A7X2C242,A0A894XH98,A0A8F5Z6L1,A0A974SQC5,A0A9X7V1J3,A0AA42HTA7,A0AA47E119,A0AA47E5F5,A0AA47EQJ0,A0AAD2ANV9,A0AAI9C8Q8,A0AAI9KT88,A0AAP7FS38,A0AAQ3R046,A0AAX2RGY9,A0AB34THE1,A0ABD4YP93,A0ABD7S5K6,A0ABM6E309,A0ABQ1IB94,A0ABR4RB66,A0ABT0LVH6,A0ABX1NHR1,A0ABX3M673,A0ABY3EYS8,A4G6L0,A9IFX9,B0RTN6,C4ZN84,F8H1Z0,Q0AJT3,Q8GPT2,W4RXK9,W4SC55,A0A023D5A6,A0A061JRC7,A0A0U5FA77,A0A120EYU0,A0A1B1YSM3,A0A1C3TNC1,A0A1I2FL00,A0A1V2W5Q4,A0A1W6Z7U6,A0A2N4U4L4,A0A2N8K8A3,A0A2S5TG99,A0A2T5PPV9,A0A368XIP5,A0A4R5U180,A0A4Z0B1E7,A0A554XQK5,A0A6B2M871,A0A6V7F703,A0A6X8TSZ3,A0A7W2L0L4,A0A7W2Q0M8,A0A844NU84,A0A894XAY9,A0AAD3UCH6,A0AAI8ESN3,A0AAP5F203,A0AAW6PBN5,A0AAX1IF10,A0AB33ECW7,A0ABD0BBY2,A0ABD4USP6,A0ABM8RX61,A0ABM9KRY2,A0ABS8CG50,A0ABS8LNJ6,A0ABT9BUT8,A0ABV0G0U7,A0ABV8D7M6,A0ABW5EXT1,A0ABW8JWN1,A0ABX1NWN5,A0ABX5MDJ4,A0ABX9B6N3,A0ABY8SM03,A2SIE4,F4G5J1,Q3BT03,A0A0F5ZP77,A0A0H2M701,A0A0H2X7A5,A0A0P0A787,A0A0S2UP58,A0A0U4YLU7,A0A1A8TNI1,A0A1B1XUS0,A0A1V2VWR4,A0A285US61,A0A2N8SZD1,A0A2T5PTC8,A0A2X2C5H7,A0A366GXT5,A0A3G7U7L6,A0A484VFL9,A0A4Q8LVL7,A0A645B586,A0A6N1X2X1,A0A6P2J6P7,A0A748V401,A0A7G9TG32,A0A7M3A2G9,A0A7T4C491,A0A939H0Q9,A0A972J8C2,A0A9X6BES4,A0A9X6BLN0,A0AA42PCK3,A0AA42TVI5,A0AAN4A362,A0AAU8UX52,A0AAW7HI39,A0AAX4EUW9,A0AB33CE09,A0ABD4YB93,A0ABN1D096,A0ABN1D3P6,A0ABS8HH62,A0ABS9F5J7,A0ABW9L101,A0ABX3LX47,A0ABY9ANJ7,A0ABZ2JD17,A9IAT6,A9IBA2,E3HKR3,F8H284,K0MB18,V4PY99,A0A0D7EC99,A0A0U1PY36,A0A109LB91,A0A1I5XFS3,A0A1M5XD93,A0A228J0T3,A0A290D678,A0A2C9WYS2,A0A2N7UED1,A0A2N8K893,A0A2N8SXW2,A0A366H547,A0A484RMF5,A0A484V7B5,A0A562LNB6,A0A5R9QE15,A0A6B1YLN7,A0A6F8PA39,A0A6F8PBL2,A0A7W2LMA4,A0A7W2QA65,A0A919KHW4,A0AA37CF47,A0AAP4RAD0,A0AAW3NM21,A0AAW7T5A6,A0AAW8ZRS7,A0AB39CIF8,A0ABD4YZ20,A0ABD5IMC8,A0ABN9I2S8,A0ABS0UNA2,A0ABS1AN65,A0ABT5ND17,A0ABY6ZRK8,A0ABY7N419,A0ABY7Y5K0,Q706M6,A0A024HKC7,A0A0B3BTC7,A0A157Z221,A0A172WS78,A0A191ZXJ2,A0A1B4PSX9,A0A1G6LEI8,A0A1H1Q1T4,A0A1L5PT18,A0A1N6NQA1,A0A1N7AF69,A0A1Q9R4R6,A0A1R1JPA5,A0A1V2K1D9,A0A1Z3MKN9,A0A246JH70,A0A2H5IFL6,A0A2N8K8I9,A0A2R3QFY0,A0A366H6U3,A0A3G2HRT3,A0A482IQJ7,A0A484SF67,A0A4Q0HM95,A0A4R1BRF3,A0A4S3KEA2,A0A5E5A3S3,A0A643G4U1,A0A6F8P9W2,A0A6F8PCI6,A0A6I0DWF5,A0A6S7FFC6,A0A7M2ZWK9,A0A7T4N352,A0A7X5U984,A0A7Y1F5K3,A0A7Y1QGT7,A0A848G3L2,A0A853IY65,A0A8E4ERL9,A0A8I1E882,A0A8J7VSF6,A0A9J9U9W8,A0A9W6K9J5,A0A9X6BFA7,A0AA42HQB8,A0AA42KTL9,A0AAD1BZN4,A0AAJ5D5D1,A0AAP4KCF7,A0AAP9IID1,A0AAW3EL63,A0AAW4RS27,A0AAW8ZQ66,A0AAX0I1L0,A0AB34QGX5,A0ABC8ADW8,A0ABD5IKK0,A0ABD7RRP5,A0ABN1CSJ8,A0ABS9FNV5,A0ABT2XJJ1,A0ABV8MSM3,A0ABX2QZX7,A0ABY0UG30,A0ABY1WHV9,A0ABZ2RIP2,A1TJJ6,A9C2Z4,G7UNY1,I4CQZ0,Q13VY3,W6RF65
UniRef50_A0A024K589	265	Resuscitation-promoting factor RpfA n=51 Tax=Mycobacterium TaxID=1763 RepID=A0A024K589_9MYCO	18	A0A163Y1Y1,A0A653EVY2,A0A8E2LMU7,U5WRG5,A0A498QAQ2,A0A1X1VEJ2,A0A1X2DCJ5,A0A498QWT6,A0A7I7MIY7,A0A7I9YVQ8,A0A024K589,A0A1E3S8C8,A0A3E2MSP8,A0A2K4YGJ3,A0A653ELM3,A0PKZ9,A0ABY3UT86,A0ABY3V7N6
UniRef50_A0A024P1I2	879	Penicillin-binding protein 1A/1B n=2 Tax=Halobacillus karajensis TaxID=195088 RepID=A0A024P1I2_9BACI	1	A0A024P1I2
UniRef50_A0A024P7U8	145	CwlT-like lysozyme domain-containing protein n=1 Tax=Halobacillus karajensis TaxID=195088 RepID=A0A024P7U8_9BACI	1	A0A024P7U8
UniRef50_A0A024QHZ7	222	Murein hydrolase B n=5 Tax=Bacillaceae TaxID=186817 RepID=A0A024QHZ7_9BACI	2	A0A024QHZ7,A0A5Q2TVR9
UniRef50_A0A031FNK0	909	Glycosyl transferase family 51 n=118 Tax=Bacillati TaxID=1783272 RepID=A0A031FNK0_9MICO	27	A0A177K9Q6,A0A1P8U6I2,A0A4Y3ULA6,A0A7W7BU84,A0A9W6HG32,A0A031FNK0,A0A4R5YIH4,A0AA40SLI7,A0A7D5JXH5,A0ABT2PBY4,A0ABU3GHK0,A0A498BWU2,A0ABT5SIB9,A0ABU1HZ71,A0ABV5EUP5,A0A9W6HJY5,A0AAJ6B2T2,A0ABS5XWX5,A0ABT6ZGK1,A0ABU3G6H0,A0ABU7V913,A0A5C8HYR7,A0A5J5IPE6,A0A7S8MVJ6,A0A7Z7GDN1,A0A1Y5P886,A0ABX2WP32
UniRef50_A0A034VHE5	830	lysozyme (Fragment) n=1 Tax=Bactrocera dorsalis TaxID=27457 RepID=A0A034VHE5_BACDO	1	A0A034VHE5
UniRef50_A0A034VJQ9	165	lysozyme (Fragment) n=1 Tax=Bactrocera dorsalis TaxID=27457 RepID=A0A034VJQ9_BACDO	1	A0A034VJQ9
UniRef50_A0A034VMG5	162	lysozyme (Fragment) n=1 Tax=Bactrocera dorsalis TaxID=27457 RepID=A0A034VMG5_BACDO	1	A0A034VMG5
UniRef50_A0A034VUE8	283	lysozyme (Fragment) n=13 Tax=Tephritidae TaxID=7211 RepID=A0A034VUE8_BACDO	4	A0A034VUE8,A0A0K8UEM7,A0A811V103,A0ABM3K180
UniRef50_A0A034WI40	145	lysozyme n=12 Tax=Diptera TaxID=7147 RepID=A0A034WI40_BACDO	8	A0A034WI40,A0A0K8TZ63,A0A6J1MCY3,A0A0A1XIJ6,A0A484BPP0,A0A811VDS9,A0A336LQ21,A0A0M3QUX9
UniRef50_A0A034WRA4	168	lysozyme n=1 Tax=Bactrocera dorsalis TaxID=27457 RepID=A0A034WRA4_BACDO	1	A0A034WRA4
UniRef50_A0A051TWG8	185	Resuscitation-promoting factor core lysozyme-like domain-containing protein n=193 Tax=Mycobacterium TaxID=1763 RepID=A0A051TWG8_9MYCO	54	A0A1X1QWJ4,A0A3E2MZC2,A0A498QW95,A0A7G1I7D6,A0A7I7LCQ2,A0A9P3Q3N8,A0AA41XSE3,A0AAJ1RXW1,L7VDX2,X7ZND1,A0A0U0W8M5,A0A1B4Y664,A0A1W9ZFJ9,A0A1X1TEY0,A0A1X1V5Y9,A0A498Q3T8,A0A7I7KUL1,A0A853M225,A0AAD1H0D3,Q73XN6,U5WKU3,A0A163WAL1,A0A1A0VUZ1,A0A1X1UKN4,A0A1X2LYH6,A0A498Q5V0,A0A653EM88,A0A653EUA9,A0A7Z7IPT2,A0PU26,A0A1A2RYR1,A0A1W9ZF61,A0A2A2ZHG9,A0A3B6XB21,A0A3S4FSH6,A0A7I7NNB5,A0A7I7YPT6,A0AB38UWP7,B2HMH2,A0A051TWG8,A0A1A2T2K1,A0A1X0FMJ1,A0A1X2D860,A0A1X2F3V5,A0A8E2IS46,A0A9N7QP55,A0AAI8SLG0,A0AAW5SA46,J4TII0,A0A2G8BGN8,A0ABM7SQP6,A0ABP3ACS4,A0ABY3V9G6,A0A2A3LBG9
UniRef50_A0A058ZLY1	640	Transglycosylase n=10 Tax=Rhodobacterales TaxID=204455 RepID=A0A058ZLY1_9RHOB	4	A0A058ZLY1,A0A126UYV9,A0A2V2LKC7,A0ABV3L711
UniRef50_A0A058ZS87	245	Chitin-binding type-1 domain-containing protein n=1 Tax=Eucalyptus grandis TaxID=71139 RepID=A0A058ZS87_EUCGR	1	A0A058ZS87
UniRef50_A0A059DZQ3	674	Transglycosylase SLT domain-containing protein n=69 Tax=Hyphomonadaceae TaxID=69657 RepID=A0A059DZQ3_9PROT	16	A0A059F947,A0A059DZQ3,A0A3B9H1G8,A0A062TU48,A0A062UFY7,A0A062V8A8,A0A069E1D1,A0A059FBY4,A0A059FJM3,Q0BYG3,A0A059GBA7,A0A062UND3,A0A160U1M4,A0A356W7E6,A0ABQ1JC35,A0A3B9KWY7
UniRef50_A0A059E0Q3	183	Transglycosylase SLT domain-containing protein n=5 Tax=Alphaproteobacteria TaxID=28211 RepID=A0A059E0Q3_9PROT	1	A0A059E0Q3
UniRef50_A0A059E111	390	Lysozyme n=39 Tax=Hyphomonas TaxID=85 RepID=A0A059E111_9PROT	8	A0A059FE22,A0A062UBG4,A0A160TVC6,A0A059E111,A0A062U607,A0A059GBS4,A0A356W368,A0A062TZD1
UniRef50_A0A059EWJ5	292	Glycoside hydrolase family 19 catalytic domain-containing protein n=1 Tax=Anncaliia algerae PRA339 TaxID=1288291 RepID=A0A059EWJ5_9MICR	1	A0A059EWJ5
UniRef50_A0A059EWX7	311	Glycoside hydrolase family 19 catalytic domain-containing protein n=2 Tax=Tubulinosematidae TaxID=307623 RepID=A0A059EWX7_9MICR	1	A0A437AMC9
UniRef50_A0A059EYF3	176	Glycoside hydrolase family 19 catalytic domain-containing protein (Fragment) n=11 Tax=Opisthokonta TaxID=33154 RepID=A0A059EYF3_9MICR	4	A0A437AQH0,A0ABM1J3C3,A0A059EYF3,A0ABM1JBZ9
UniRef50_A0A059EYH1	309	Glycoside hydrolase family 19 catalytic domain-containing protein n=2 Tax=Anncaliia algerae PRA339 TaxID=1288291 RepID=A0A059EYH1_9MICR	1	A0A059EYH1
UniRef50_A0A059F0N9	320	Glycoside hydrolase family 19 catalytic domain-containing protein n=1 Tax=Anncaliia algerae PRA339 TaxID=1288291 RepID=A0A059F0N9_9MICR	1	A0A059F0N9
UniRef50_A0A059FDM2	228	Glycosyl transferase family 51 n=6 Tax=Hyphomonas TaxID=85 RepID=A0A059FDM2_9PROT	1	A0A059FDM2
UniRef50_A0A059FLW9	460	Lytic murein transglycosylase n=36 Tax=Hyphomonas TaxID=85 RepID=A0A059FLW9_9PROT	9	A0A059FLW9,A0A062UH64,A0A069E8S1,A0A356W5V5,A0A3B9GY46,A0A059ECE0,A0A059F7W6,A0A059G9J4,A0A062VE24
UniRef50_A0A059FPQ8	363	Biosynthetic peptidoglycan transglycosylase n=4 Tax=Alphaproteobacteria TaxID=28211 RepID=A0A059FPQ8_9PROT	1	A0A059FPQ8
UniRef50_A0A059G9T4	207	Penicillin-binding protein n=2 Tax=Hyphomonas oceanitis TaxID=81033 RepID=A0A059G9T4_9PROT	1	A0A059G9T4
UniRef50_A0A059KGJ2	632	Phage tail lysozyme domain-containing protein n=1 Tax=Sphaerotilus natans subsp. natans DSM 6575 TaxID=1286631 RepID=A0A059KGJ2_9BURK	1	A0A059KGJ2
UniRef50_A0A059KKS7	796	Penicillin-binding protein 1A n=7 Tax=Sphaerotilus TaxID=34102 RepID=A0A059KKS7_9BURK	3	A0A059KKS7,A0A5C1Q2X3,A0ABX2G124
